Epoch,Loss_Train,Loss_Validation,Interclass_variance_Train,Interclass_variance_Validation,Calinsky-Harabasz_Train,Calinsky-Harabasz_Validate,HI_weight,I_weight,S_weight
0,-6.1638722,-6.815424,6.412118882406503,1.1800828650593758,262090.3,469862.16,0.5,0.5,0.5
1,-6.4043956,-6.9711165,5.532741473331043,1.1602011937648058,221856.81,460423.12,0.5,0.5,0.5
2,-6.595217,-7.048507,5.2790551006821715,1.0952646844089031,207727.28,398675.56,0.5,0.5,0.5
3,-6.6652827,-7.1878295,5.999813908008946,1.1679462855681777,238514.16,451286.16,0.5,0.5,0.5
4,-6.7959914,-7.2419643,5.572074270775829,1.0430326818022877,220184.25,357880.56,0.5,0.5,0.5
5,-6.989713,-7.3194757,5.984879825956796,1.0187400076538324,241630.31,321343.6,0.5,0.5,0.5
6,-6.9785643,-7.370695,5.939353963016401,1.0573716051876545,238673.6,344578.75,0.5,0.5,0.5
7,-7.0150456,-7.4141517,6.3231345184549355,1.1926153525710106,254253.83,467146.25,0.5,0.5,0.5
8,-7.147197,-7.4253216,6.672635430056516,1.204164620488882,282072.2,486415.28,0.5,0.5,0.5
9,-7.1331115,-7.3176503,6.780129737708194,1.2094054035842419,279126.2,493501.12,0.5,0.5,0.5
10,-7.1956625,-7.422893,6.5188927100389265,1.2227529427036643,269029.94,504199.56,0.5,0.5,0.5
11,-7.2826195,-7.516516,6.588669986209425,1.0531430337578058,273954.22,357007.1,0.5,0.5,0.5
12,-7.3086166,-7.563335,6.888604027794827,1.080812070518732,292625.78,379557.66,0.5,0.5,0.5
13,-7.3569503,-7.5393295,6.847732799811638,1.2104060230776668,283236.34,489630.56,0.5,0.5,0.5
14,-7.3771005,-7.568914,7.026084705398716,1.1979388510808349,290010.2,483222.75,0.5,0.5,0.5
15,-7.4011655,-7.578659,6.289859126153715,1.1334828766994178,256541.02,433714.88,0.5,0.5,0.5
16,-7.419318,-7.549216,6.377191234207203,1.0150307668372989,256304.81,321587.44,0.5,0.5,0.5
17,-7.462452,-7.581865,6.609944425192225,1.209185472689569,261030.33,490059.6,0.5,0.5,0.5
18,-7.463566,-7.607689,7.010899716206552,1.1665437538176775,286167.25,446068.34,0.5,0.5,0.5
19,-7.473618,-7.6272645,7.004006346055917,1.2150398697704077,295620.56,492921.6,0.5,0.5,0.5
20,-7.665112,-7.76273,8.25984698942193,1.6045587789267302,356905.6,629736.9,0.6584374904632568,0.32632502913475037,0.31483668088912964
21,-7.6916947,-7.775598,11.489874315144334,1.9470047652721405,488242.25,766782.8,0.7202244400978088,0.21087147295475006,0.21768143773078918
22,-7.7307506,-7.746161,12.668280610806505,2.177053083665669,504091.78,778565.8,0.74407958984375,0.13550372421741486,0.1438237726688385
23,-7.770785,-7.7879596,13.961016478197052,2.356943441554904,508968.97,808647.2,0.7553423643112183,0.10000000149011612,0.10000000149011612
24,-7.7897477,-7.8371234,14.39749968812248,2.3301275447010994,507798.03,786433.1,0.763264000415802,0.10000000149011612,0.10000000149011612
25,-7.848595,-7.792417,14.408225415794732,2.3050550939515233,521339.16,743786.7,0.7696857452392578,0.10000000149011612,0.10000000149011612
26,-7.8472013,-7.8512025,13.59443055360589,2.342201130464673,467184.0,777223.94,0.7768980860710144,0.10000000149011612,0.10000000149011612
27,-7.866388,-7.895635,14.165347720299906,2.2706742798909545,476125.16,703693.94,0.7847941517829895,0.10000000149011612,0.10000000149011612
28,-7.8777313,-7.8547406,13.829711066820892,2.162748305592686,467110.25,633169.44,0.7925852537155151,0.10000000149011612,0.10000000149011612
29,-7.91161,-7.8571243,13.972857016276976,2.3669757395982742,478181.9,796127.7,0.7997270822525024,0.10000000149011612,0.10000000149011612
30,-7.881702,-7.8605704,14.031452305585844,2.3397856494411826,476343.22,766200.8,0.8060457706451416,0.10000000149011612,0.10000000149011612
31,-7.9010954,-7.881565,13.846505002489721,2.2902233554050326,452966.72,718170.7,0.8137816190719604,0.10000000149011612,0.10000000149011612
32,-7.905147,-7.886438,14.641054302657722,2.3362679770216346,490396.06,754056.0,0.8207410573959351,0.10000000149011612,0.10000000149011612
33,-7.959858,-7.7996325,14.19786674730085,1.8317761436337605,472013.1,404512.03,0.8276278376579285,0.10000000149011612,0.10000000149011612
34,-7.940953,-7.9153748,13.787468058853847,2.2680601784959435,477007.2,684428.25,0.8341457843780518,0.10000000149011612,0.10000000149011612
35,-7.979886,-7.929598,14.214250357610581,2.263554419390857,491883.16,681545.6,0.8341457843780518,0.10000000149011612,0.10000000149011612
36,-8.023368,-7.9453125,14.0912632694708,2.2983341002836823,461157.66,713178.5,0.8341457843780518,0.10000000149011612,0.10000000149011612
37,-8.022672,-7.9583087,14.44852556458136,2.2833156483247876,485962.25,698945.0,0.8341457843780518,0.10000000149011612,0.10000000149011612
38,-8.043613,-7.9699078,14.51636362338104,2.2641325686126947,479348.38,682799.8,0.8341457843780518,0.10000000149011612,0.10000000149011612
39,-8.050007,-7.980616,15.059039261927865,2.2344518210738897,514282.22,657991.8,0.8341457843780518,0.10000000149011612,0.10000000149011612
40,-8.057109,-7.990759,15.289509406020443,2.3171172067523003,524447.3,729329.75,0.8341457843780518,0.10000000149011612,0.10000000149011612
41,-8.094706,-8.001334,15.115153940731034,2.2639037584885955,528924.7,684078.4,0.8341457843780518,0.10000000149011612,0.10000000149011612
42,-8.103168,-8.010455,15.863081040632096,2.2691944940015674,554466.0,689644.6,0.8341457843780518,0.10000000149011612,0.10000000149011612
43,-8.080169,-8.017803,15.739159882005879,2.2550309197977185,532135.0,678403.3,0.8341457843780518,0.10000000149011612,0.10000000149011612
44,-8.1361065,-8.027991,15.368421526618022,2.1944002863019705,509702.9,638936.2,0.8341457843780518,0.10000000149011612,0.10000000149011612
45,-8.121755,-8.039849,15.498840753381955,2.1895226570777595,525672.06,636698.94,0.8341457843780518,0.10000000149011612,0.10000000149011612
46,-8.15543,-8.048469,15.94768574641057,2.1891214079223573,537735.44,638932.56,0.8341457843780518,0.10000000149011612,0.10000000149011612
47,-8.152633,-8.05942,15.696982267443673,2.2848771270364523,527958.7,705337.9,0.8341457843780518,0.10000000149011612,0.10000000149011612
48,-8.183953,-8.065461,15.792759187046613,2.2663506474345922,531645.94,692213.6,0.8341457843780518,0.10000000149011612,0.10000000149011612
49,-8.1767435,-8.071428,15.9448405089679,2.291929421015084,559837.0,716440.4,0.8341457843780518,0.10000000149011612,0.10000000149011612
50,-8.182396,-8.077254,15.884291012625908,2.274463321082294,556995.5,700304.2,0.8341457843780518,0.10000000149011612,0.10000000149011612
51,-8.199499,-8.085137,16.206049222208094,2.2766635892912745,578870.2,698731.6,0.8341457843780518,0.10000000149011612,0.10000000149011612
52,-8.193135,-8.08803,16.028515756566776,2.2242949418723583,561037.0,662965.1,0.8341457843780518,0.10000000149011612,0.10000000149011612
53,-8.213377,-8.095323,15.981341456310474,2.204381004907191,551263.56,648449.5,0.8341457843780518,0.10000000149011612,0.10000000149011612
54,-8.213363,-8.100206,15.781463782972423,2.2583129359409213,547065.2,688393.25,0.8341457843780518,0.10000000149011612,0.10000000149011612
55,-8.210327,-8.103116,15.947591930045746,2.274922021664679,571644.25,699721.25,0.8341457843780518,0.10000000149011612,0.10000000149011612
56,-8.243771,-8.109939,16.200513001094805,2.216763597447425,549015.56,658451.4,0.8341457843780518,0.10000000149011612,0.10000000149011612
57,-8.2366085,-8.115235,16.243250760104274,2.186920037260279,575984.0,636362.06,0.8341457843780518,0.10000000149011612,0.10000000149011612
58,-8.242425,-8.124093,16.335622319573304,2.1658792968373746,572902.7,628545.3,0.8341457843780518,0.10000000149011612,0.10000000149011612
59,-8.253739,-8.12922,16.57411165757003,2.2955697970464826,588268.56,720518.9,0.8341457843780518,0.10000000149011612,0.10000000149011612
60,-8.259524,-8.131798,15.902786636259407,2.2728837272152305,541769.9,698187.75,0.8341457843780518,0.10000000149011612,0.10000000149011612
61,-8.266381,-8.134805,16.246958049137902,2.2070927775930613,558813.4,651651.75,0.8341457843780518,0.10000000149011612,0.10000000149011612
62,-8.2659855,-8.1374035,16.081605884741293,2.2405348201282322,552826.44,673284.8,0.8341457843780518,0.10000000149011612,0.10000000149011612
63,-8.265148,-8.142463,16.336589557264233,2.225898810662329,558843.9,663045.3,0.8341457843780518,0.10000000149011612,0.10000000149011612
64,-8.263777,-8.146636,16.300362861307804,2.195103365695104,548400.5,649839.1,0.8341457843780518,0.10000000149011612,0.10000000149011612
65,-8.279997,-8.149203,16.451255367290287,2.2378336400724947,566247.94,676273.6,0.8341457843780518,0.10000000149011612,0.10000000149011612
66,-8.28375,-8.151926,16.07678300375119,2.132907097809948,537338.6,615327.56,0.8341457843780518,0.10000000149011612,0.10000000149011612
67,-8.285215,-8.153907,15.919572571780009,2.1216416744864546,526029.8,608538.8,0.8341457843780518,0.10000000149011612,0.10000000149011612
68,-8.284768,-8.155461,16.398412213704432,2.1468772361440642,565873.0,626641.25,0.8341457843780518,0.10000000149011612,0.10000000149011612
69,-8.276277,-8.159436,16.028847597539425,2.1917581064626575,544851.7,649884.4,0.8341457843780518,0.10000000149011612,0.10000000149011612
70,-8.288278,-8.164248,16.35709826508537,2.2239682383369654,554475.1,672443.0,0.8341457843780518,0.10000000149011612,0.10000000149011612
71,-8.2985325,-8.167045,16.338899115507957,2.2615717560984194,551694.1,696831.8,0.8341457843780518,0.10000000149011612,0.10000000149011612
72,-8.30569,-8.168305,15.788755093715736,2.1309080949868076,520699.2,612926.9,0.8341457843780518,0.10000000149011612,0.10000000149011612
73,-8.28781,-8.169866,15.948763395441347,2.124969506112393,540820.5,609702.75,0.8341457843780518,0.10000000149011612,0.10000000149011612
74,-8.305134,-8.173432,16.061889761025668,2.1530873549054377,547547.25,625919.4,0.8341457843780518,0.10000000149011612,0.10000000149011612
75,-8.298971,-8.175052,16.068558435319574,2.132657354042749,546831.2,612516.5,0.8341457843780518,0.10000000149011612,0.10000000149011612
76,-8.314191,-8.175059,16.210043968349055,2.182470070431009,561765.75,646086.8,0.8341457843780518,0.10000000149011612,0.10000000149011612
77,-8.301402,-8.173764,15.925993628778542,2.122469938825816,543952.7,606432.75,0.8341457843780518,0.10000000149011612,0.10000000149011612
78,-8.301259,-8.17657,16.366516405883885,2.172918659482093,574483.8,640449.4,0.8341457843780518,0.10000000149011612,0.10000000149011612
79,-8.313707,-8.177106,15.798046882424387,2.2577592390589416,548429.44,698127.2,0.8341457843780518,0.10000000149011612,0.10000000149011612
80,-8.316777,-8.178209,15.791035551053938,2.2052649636752903,544095.75,665348.4,0.8341457843780518,0.10000000149011612,0.10000000149011612
81,-8.307591,-8.182794,16.124720872059697,2.200311857741326,561483.5,653307.2,0.8341457843780518,0.10000000149011612,0.10000000149011612
82,-8.318302,-8.184633,16.322417243423843,2.224083029970643,567875.56,678790.56,0.8341457843780518,0.10000000149011612,0.10000000149011612
83,-8.321797,-8.181348,16.511143738833198,2.244314265437424,577947.25,691114.7,0.8341457843780518,0.10000000149011612,0.10000000149011612
84,-8.324618,-8.181287,15.810650905099465,2.1811328774347203,535719.25,652158.8,0.8341457843780518,0.10000000149011612,0.10000000149011612
85,-8.32514,-8.190878,16.055444736090067,2.1395042670192197,556118.44,617889.0,0.8341457843780518,0.10000000149011612,0.10000000149011612
86,-8.332063,-8.191017,16.13510870524624,2.16833987076825,549606.7,647376.1,0.8341457843780518,0.10000000149011612,0.10000000149011612
87,-8.325827,-8.187301,15.869935594607341,2.119298652978614,533984.06,612198.44,0.8341457843780518,0.10000000149011612,0.10000000149011612
88,-8.309402,-8.185769,15.807220404538384,2.0896807056851685,522542.75,588860.2,0.8341457843780518,0.10000000149011612,0.10000000149011612
89,-8.328394,-8.1853485,15.475182561152906,2.13747073939885,537530.56,624283.44,0.8341457843780518,0.10000000149011612,0.10000000149011612
90,-8.326507,-8.192301,16.053587793096085,2.1654628694523126,552770.2,642398.5,0.8341457843780518,0.10000000149011612,0.10000000149011612
91,-8.337093,-8.195451,15.821499312951346,2.1849673553660978,536715.44,649852.3,0.8341457843780518,0.10000000149011612,0.10000000149011612
92,-8.329913,-8.197274,15.935585028200876,2.0973736351006664,540921.8,592313.3,0.8341457843780518,0.10000000149011612,0.10000000149011612
93,-8.331145,-8.196387,15.765254163394275,2.059291277459124,532785.9,565210.4,0.8341457843780518,0.10000000149011612,0.10000000149011612
94,-8.340781,-8.200166,16.313951200099837,2.090655985433841,558322.56,586380.7,0.8341457843780518,0.10000000149011612,0.10000000149011612
95,-8.333919,-8.201246,15.828223737429653,2.1172343066427857,538413.9,607195.4,0.8341457843780518,0.10000000149011612,0.10000000149011612
96,-8.332673,-8.205691,16.151068803970702,2.1222045843023807,555274.56,604126.8,0.8341457843780518,0.10000000149011612,0.10000000149011612
97,-8.340604,-8.203313,16.53293964487966,2.211824272060767,587325.44,664615.06,0.8341457843780518,0.10000000149011612,0.10000000149011612
98,-8.336848,-8.204011,16.813110614246398,2.180572570039658,587900.56,640378.4,0.8341457843780518,0.10000000149011612,0.10000000149011612
99,-8.344554,-8.205744,16.027440377838502,2.078040488762781,543954.0,564946.6,0.8341457843780518,0.10000000149011612,0.10000000149011612
100,-8.33996,-8.205642,16.45652646679082,2.2039294340647757,559491.5,649016.2,0.8341457843780518,0.10000000149011612,0.10000000149011612
101,-8.350922,-8.208171,16.400016753446835,2.0466124014928937,580166.4,547024.44,0.8341457843780518,0.10000000149011612,0.10000000149011612
102,-8.353128,-8.209975,16.855359007274274,2.2029794910922647,589781.75,647043.1,0.8341457843780518,0.10000000149011612,0.10000000149011612
103,-8.346381,-8.208126,15.77919479461707,2.1583063539583236,544877.3,613915.9,0.8341457843780518,0.10000000149011612,0.10000000149011612
104,-8.350493,-8.195064,16.67336922339382,2.151238741353154,573560.75,600915.44,0.8341457843780518,0.10000000149011612,0.10000000149011612
105,-8.34656,-8.205708,16.53942569231731,2.103757837714511,587592.4,571553.44,0.8341457843780518,0.10000000149011612,0.10000000149011612
106,-8.34329,-8.206418,15.676546974733355,2.1999335222353693,522077.9,660451.4,0.8341457843780518,0.10000000149011612,0.10000000149011612
107,-8.345076,-8.207581,16.003454293706454,2.1575691656034905,557454.7,624356.9,0.8341457843780518,0.10000000149011612,0.10000000149011612
108,-8.352225,-8.2099905,16.00406255776761,2.1711742614861578,559115.5,626493.06,0.8341457843780518,0.10000000149011612,0.10000000149011612
109,-8.338261,-8.208438,15.587518849208209,2.1889186109183356,543951.6,636488.44,0.8341457843780518,0.10000000149011612,0.10000000149011612
110,-8.3376465,-8.2047415,15.71640821081337,2.3200331572443247,549327.6,742272.3,0.8341457843780518,0.10000000149011612,0.10000000149011612
111,-8.340174,-8.211572,15.85710814713093,2.1742091842461377,550574.75,634214.9,0.8341457843780518,0.10000000149011612,0.10000000149011612
112,-8.350139,-8.208642,15.728186486688173,2.2297006614971906,537087.56,658147.94,0.8341457843780518,0.10000000149011612,0.10000000149011612
113,-8.328456,-8.211961,15.75573245913256,2.1256137475720607,549095.75,598883.8,0.8341457843780518,0.10000000149011612,0.10000000149011612
114,-8.340067,-8.20343,16.392464562188252,2.129240611800924,574069.5,592167.6,0.8341457843780518,0.10000000149011612,0.10000000149011612
115,-8.343322,-8.19581,16.439675000146963,2.2604546155780554,584035.4,693508.5,0.8341457843780518,0.10000000149011612,0.10000000149011612
116,-8.345338,-8.201153,16.423017764358974,2.3722563860937953,558793.2,789054.25,0.8341457843780518,0.10000000149011612,0.10000000149011612
117,-8.342876,-8.212218,16.40235340709114,2.286268239840865,587486.2,715571.3,0.8341457843780518,0.10000000149011612,0.10000000149011612
118,-8.346482,-8.20698,16.651903446327196,2.349040581844747,591544.4,762017.94,0.8341457843780518,0.10000000149011612,0.10000000149011612
119,-8.353575,-8.209327,16.64735095357173,2.295655374415219,577768.56,711356.8,0.8341457843780518,0.10000000149011612,0.10000000149011612
120,-8.33258,-8.212627,16.297680025949376,2.177699773106724,572575.0,629009.75,0.8341457843780518,0.10000000149011612,0.10000000149011612
121,-8.348141,-8.213909,16.159416343129124,2.236697882413864,571167.56,663600.2,0.8341457843780518,0.10000000149011612,0.10000000149011612
122,-8.349345,-8.214099,16.03501154667356,2.183043127413839,552856.06,633778.3,0.8341457843780518,0.10000000149011612,0.10000000149011612
123,-8.344717,-8.2155905,15.622595426713815,2.1253696299972944,542619.44,589240.94,0.8341457843780518,0.10000000149011612,0.10000000149011612
124,-8.358355,-8.217586,16.129319467567257,2.1514476565644145,562529.5,613975.0,0.8341457843780518,0.10000000149011612,0.10000000149011612
125,-8.342057,-8.215512,15.859573293808353,2.275504346936941,558807.44,710562.2,0.8341457843780518,0.10000000149011612,0.10000000149011612
126,-8.352756,-8.215656,15.895659949206674,2.3125228378921747,569836.5,732602.4,0.8341457843780518,0.10000000149011612,0.10000000149011612
127,-8.357014,-8.20976,16.739735792088595,2.3315561655908823,600702.44,740307.44,0.8341457843780518,0.10000000149011612,0.10000000149011612
128,-8.358252,-8.217715,15.960275244302466,2.2340571712702513,549061.0,660314.2,0.8341457843780518,0.10000000149011612,0.10000000149011612
129,-8.350823,-8.218462,16.08620902598068,2.2568039167672396,554866.1,676191.06,0.8341457843780518,0.10000000149011612,0.10000000149011612
130,-8.348631,-8.2175,16.139059304536204,2.272703981027007,559569.94,686595.94,0.8341457843780518,0.10000000149011612,0.10000000149011612
131,-8.347774,-8.209029,16.311325209660936,2.3235873114317656,584573.2,733340.6,0.8341457843780518,0.10000000149011612,0.10000000149011612
132,-8.348249,-8.215873,16.04368661555054,2.284867319278419,567373.9,700395.44,0.8341457843780518,0.10000000149011612,0.10000000149011612
133,-8.355034,-8.215186,15.766549813733945,2.202361307106912,544900.25,645778.25,0.8341457843780518,0.10000000149011612,0.10000000149011612
134,-8.363343,-8.223626,15.576116663345601,2.1157142939046025,528133.44,586159.75,0.8341457843780518,0.10000000149011612,0.10000000149011612
135,-8.351135,-8.225857,15.740930429852142,2.22146869963035,535976.9,667645.3,0.8341457843780518,0.10000000149011612,0.10000000149011612
136,-8.351556,-8.216022,15.62840831642825,2.2698086043819785,527123.6,697035.44,0.8341457843780518,0.10000000149011612,0.10000000149011612
137,-8.352488,-8.221168,15.730878551834394,2.255517716985196,529285.44,698211.5,0.8341457843780518,0.10000000149011612,0.10000000149011612
138,-8.346151,-8.218366,15.69193809229182,2.2203040465246886,529636.25,674689.1,0.8341457843780518,0.10000000149011612,0.10000000149011612
139,-8.348289,-8.220973,15.446678988610529,2.0649875288945623,517667.94,556980.4,0.8341457843780518,0.10000000149011612,0.10000000149011612
140,-8.352996,-8.222663,15.878958252593748,2.131887994299177,550666.3,606600.8,0.8341457843780518,0.10000000149011612,0.10000000149011612
141,-8.344906,-8.219997,15.372219642948039,2.142547558469232,523247.88,622156.25,0.8341457843780518,0.10000000149011612,0.10000000149011612
142,-8.355802,-8.22096,15.713683649231825,2.157241403881926,536248.9,633897.6,0.8341457843780518,0.10000000149011612,0.10000000149011612
143,-8.351981,-8.220374,15.605481029502698,2.208339916076511,540044.1,673619.4,0.8341457843780518,0.10000000149011612,0.10000000149011612
144,-8.359318,-8.218719,15.777943981807766,2.197374254348688,543631.25,662691.2,0.8341457843780518,0.10000000149011612,0.10000000149011612
145,-8.360945,-8.225959,16.135148569446756,2.152636291575618,577605.3,630546.2,0.8341457843780518,0.10000000149011612,0.10000000149011612
146,-8.357215,-8.226749,16.093285602713877,2.1743738925433718,567432.0,644310.4,0.8341457843780518,0.10000000149011612,0.10000000149011612
147,-8.351652,-8.226263,15.71327942982316,2.159187596771517,538287.4,634666.9,0.8341457843780518,0.10000000149011612,0.10000000149011612
148,-8.3690815,-8.223937,16.47852844213594,2.176039004174527,578496.94,647623.75,0.8341457843780518,0.10000000149011612,0.10000000149011612
149,-8.358945,-8.229455,16.369628869069857,2.18226970708929,583337.4,647138.8,0.8341457843780518,0.10000000149011612,0.10000000149011612
150,-8.370664,-8.225971,16.416008397300175,2.187388919177465,577392.06,654099.1,0.8341457843780518,0.10000000149011612,0.10000000149011612
151,-8.375285,-8.2303,16.633304748436785,2.173777671530843,586323.3,641465.8,0.8341457843780518,0.10000000149011612,0.10000000149011612
152,-8.37663,-8.231422,16.194477289100178,2.1646747668273747,562573.0,633556.2,0.8341457843780518,0.10000000149011612,0.10000000149011612
153,-8.373475,-8.229516,16.16985587211093,2.1573245102190413,574442.75,633239.44,0.8341457843780518,0.10000000149011612,0.10000000149011612
154,-8.370173,-8.233768,16.250234869474298,2.1559523914183956,564321.6,630852.75,0.8341457843780518,0.10000000149011612,0.10000000149011612
155,-8.378871,-8.23445,16.60942366580184,2.2045502488617785,573474.2,663536.4,0.8341457843780518,0.10000000149011612,0.10000000149011612
156,-8.37633,-8.234582,16.53174569537805,2.1837842354143504,579879.1,646808.06,0.8341457843780518,0.10000000149011612,0.10000000149011612
157,-8.381862,-8.231375,16.753735416103154,2.1799273375654593,601187.6,646566.25,0.8341457843780518,0.10000000149011612,0.10000000149011612
158,-8.377685,-8.235124,16.868801702559722,2.205211853637593,585904.4,666847.0,0.8341457843780518,0.10000000149011612,0.10000000149011612
159,-8.377498,-8.230418,16.94948248816945,2.1865101189832785,606328.7,650603.1,0.8341457843780518,0.10000000149011612,0.10000000149011612
160,-8.378745,-8.2347,16.59671521403652,2.220294137718156,589716.6,671515.6,0.8341457843780518,0.10000000149011612,0.10000000149011612
161,-8.383651,-8.232011,16.709905529634852,2.2101799085503444,595812.7,663969.9,0.8341457843780518,0.10000000149011612,0.10000000149011612
162,-8.382266,-8.238176,17.25649133702973,2.16143769165501,637624.1,631952.5,0.8341457843780518,0.10000000149011612,0.10000000149011612
163,-8.380187,-8.237651,17.03854482321185,2.2147678721230477,619806.75,668817.44,0.8341457843780518,0.10000000149011612,0.10000000149011612
164,-8.3841,-8.239803,17.142678255797364,2.1999785754596815,608980.75,657365.94,0.8341457843780518,0.10000000149011612,0.10000000149011612
165,-8.380314,-8.237139,16.911114866190474,2.215087329619564,597891.1,668113.9,0.8341457843780518,0.10000000149011612,0.10000000149011612
166,-8.390364,-8.240239,16.844855444913264,2.1890315011987695,592290.25,652848.56,0.8341457843780518,0.10000000149011612,0.10000000149011612
167,-8.389364,-8.239566,16.618412684802024,2.2037621029885486,576935.75,660619.44,0.8341457843780518,0.10000000149011612,0.10000000149011612
168,-8.388994,-8.239411,16.863554662442766,2.2108446056954563,591046.4,663449.9,0.8341457843780518,0.10000000149011612,0.10000000149011612
169,-8.390594,-8.241948,16.727755086423258,2.238166494295001,591470.6,679876.6,0.8341457843780518,0.10000000149011612,0.10000000149011612
170,-8.390132,-8.243622,16.674699591298122,2.1670539711922174,579596.5,632048.1,0.8341457843780518,0.10000000149011612,0.10000000149011612
171,-8.388178,-8.242998,17.335993345233874,2.2066227719187737,624764.25,659537.6,0.8341457843780518,0.10000000149011612,0.10000000149011612
172,-8.388845,-8.244918,16.82452438504697,2.1818340588069987,584582.2,643663.5,0.8341457843780518,0.10000000149011612,0.10000000149011612
173,-8.381726,-8.238661,16.83172573898173,2.2086415495723486,596601.4,663684.8,0.8341457843780518,0.10000000149011612,0.10000000149011612
174,-8.392499,-8.244662,16.879283115769795,2.207552221370861,596557.06,663194.4,0.8341457843780518,0.10000000149011612,0.10000000149011612
175,-8.393975,-8.244062,17.13694950357967,2.1861266473133583,611937.75,649372.2,0.8341457843780518,0.10000000149011612,0.10000000149011612
176,-8.395043,-8.242269,17.292862593079917,2.1975731802522205,622990.5,660518.75,0.8341457843780518,0.10000000149011612,0.10000000149011612
177,-8.390752,-8.243961,17.051141795243893,2.1929195275879465,599428.25,652870.5,0.8341457843780518,0.10000000149011612,0.10000000149011612
178,-8.395389,-8.245393,17.15017836506013,2.1735140017153753,598802.4,639778.3,0.8341457843780518,0.10000000149011612,0.10000000149011612
179,-8.396926,-8.2413435,17.117933126959088,2.203009050921537,588411.0,657705.0,0.8341457843780518,0.10000000149011612,0.10000000149011612
180,-8.3959465,-8.244931,17.18606039561564,2.173801520781126,601636.3,639775.3,0.8341457843780518,0.10000000149011612,0.10000000149011612
181,-8.395075,-8.244639,17.251875206406112,2.1976211254368536,612777.8,654564.4,0.8341457843780518,0.10000000149011612,0.10000000149011612
182,-8.398133,-8.247857,16.85979823730304,2.1655882660052157,586424.75,632988.2,0.8341457843780518,0.10000000149011612,0.10000000149011612
183,-8.398729,-8.242926,16.870637656655163,2.184590517281322,577870.06,646078.2,0.8341457843780518,0.10000000149011612,0.10000000149011612
184,-8.391621,-8.243025,17.083997885580175,2.1910065654374193,601870.4,652452.56,0.8341457843780518,0.10000000149011612,0.10000000149011612
185,-8.392007,-8.243633,16.88156686788443,2.21587998396717,588963.56,668530.8,0.8341457843780518,0.10000000149011612,0.10000000149011612
186,-8.394067,-8.243659,16.935189810727024,2.195793715742184,602859.75,655463.75,0.8341457843780518,0.10000000149011612,0.10000000149011612
187,-8.390776,-8.246507,17.37282178683381,2.1959784649079666,614687.3,652689.75,0.8341457843780518,0.10000000149011612,0.10000000149011612
188,-8.399576,-8.249389,17.278438511595596,2.187556526303524,619338.2,649948.5,0.8341457843780518,0.10000000149011612,0.10000000149011612
189,-8.401243,-8.246563,17.016935058651143,2.2328810659237206,597453.9,681667.5,0.8341457843780518,0.10000000149011612,0.10000000149011612
190,-8.398943,-8.251008,16.85564050549874,2.225086539518088,593015.9,674614.44,0.8341457843780518,0.10000000149011612,0.10000000149011612
191,-8.397029,-8.2479315,17.169157696247566,2.2238912461325526,611030.6,671458.44,0.8341457843780518,0.10000000149011612,0.10000000149011612
192,-8.40206,-8.251594,16.926036940589256,2.1811855394626036,605119.06,642305.2,0.8341457843780518,0.10000000149011612,0.10000000149011612
193,-8.402968,-8.251756,17.028328097512713,2.1877515030791983,591972.7,645410.56,0.8341457843780518,0.10000000149011612,0.10000000149011612
194,-8.39976,-8.251435,17.11870836520393,2.180917774385307,604540.6,643716.3,0.8341457843780518,0.10000000149011612,0.10000000149011612
195,-8.403535,-8.247876,16.8592963537958,2.2197402159217745,576407.06,669978.8,0.8341457843780518,0.10000000149011612,0.10000000149011612
196,-8.398915,-8.252418,17.299193185186596,2.171559268870624,617071.4,637816.94,0.8341457843780518,0.10000000149011612,0.10000000149011612
197,-8.402312,-8.254571,16.750092477355793,2.176942650228739,572128.44,641778.4,0.8341457843780518,0.10000000149011612,0.10000000149011612
198,-8.40421,-8.25364,17.21280782960821,2.2084709964692593,607836.1,661323.3,0.8341457843780518,0.10000000149011612,0.10000000149011612
199,-8.397383,-8.254008,17.07985560754605,2.190741735335905,620199.44,649750.5,0.8341457843780518,0.10000000149011612,0.10000000149011612
